"steps"	"date"	"interval"
"66"	0	"2012-10-02"	525
"67"	0	"2012-10-02"	530
"68"	0	"2012-10-02"	535
"69"	0	"2012-10-02"	540
"70"	0	"2012-10-02"	545
"71"	0	"2012-10-02"	550
"72"	0	"2012-10-02"	555
"73"	0	"2012-10-02"	600
"74"	0	"2012-10-02"	605
"75"	0	"2012-10-02"	610
"76"	0	"2012-10-02"	615
"77"	0	"2012-10-02"	620
"78"	0	"2012-10-02"	625
"79"	0	"2012-10-02"	630
"80"	0	"2012-10-02"	635
"81"	0	"2012-10-02"	640
"82"	0	"2012-10-02"	645
"83"	0	"2012-10-02"	650
"84"	0	"2012-10-02"	655
"85"	0	"2012-10-02"	700
"86"	0	"2012-10-02"	705
"87"	0	"2012-10-02"	710
"88"	0	"2012-10-02"	715
"89"	0	"2012-10-02"	720
"90"	0	"2012-10-02"	725
"91"	0	"2012-10-02"	730
"92"	0	"2012-10-02"	735
"93"	0	"2012-10-02"	740
"94"	0	"2012-10-02"	745
"95"	0	"2012-10-02"	750
"96"	0	"2012-10-02"	755
"97"	0	"2012-10-02"	800
"98"	0	"2012-10-02"	805
"99"	0	"2012-10-02"	810
"100"	0	"2012-10-02"	815
"101"	0	"2012-10-02"	820
"102"	0	"2012-10-02"	825
"103"	0	"2012-10-02"	830
"104"	0	"2012-10-02"	835
"105"	0	"2012-10-02"	840
"106"	0	"2012-10-02"	845
"107"	0	"2012-10-02"	850
"108"	0	"2012-10-02"	855
"109"	0	"2012-10-02"	900
"110"	0	"2012-10-02"	905
"111"	0	"2012-10-02"	910
"112"	0	"2012-10-02"	915
"113"	0	"2012-10-02"	920
"114"	0	"2012-10-02"	925
"115"	0	"2012-10-02"	930
"116"	0	"2012-10-02"	935
"117"	0	"2012-10-02"	940
"118"	0	"2012-10-02"	945
"119"	0	"2012-10-02"	950
"120"	0	"2012-10-02"	955
"121"	0	"2012-10-02"	1000
"122"	0	"2012-10-02"	1005
"123"	0	"2012-10-02"	1010
"124"	0	"2012-10-02"	1015
"125"	0	"2012-10-02"	1020
"126"	0	"2012-10-02"	1025
"127"	0	"2012-10-02"	1030
"128"	0	"2012-10-02"	1035
"129"	0	"2012-10-02"	1040
"130"	0	"2012-10-02"	1045
"131"	0	"2012-10-02"	1050
"132"	0	"2012-10-02"	1055
"133"	0	"2012-10-02"	1100
"134"	0	"2012-10-02"	1105
"135"	0	"2012-10-02"	1110
"136"	0	"2012-10-02"	1115
"137"	0	"2012-10-02"	1120
"138"	0	"2012-10-02"	1125
"139"	0	"2012-10-02"	1130
"140"	0	"2012-10-02"	1135
"141"	0	"2012-10-02"	1140
"142"	0	"2012-10-02"	1145
"143"	0	"2012-10-02"	1150
"144"	0	"2012-10-02"	1155
"145"	0	"2012-10-02"	1200
"146"	0	"2012-10-02"	1205
"147"	0	"2012-10-02"	1210
"148"	0	"2012-10-02"	1215
"149"	0	"2012-10-02"	1220
"150"	0	"2012-10-02"	1225
"151"	0	"2012-10-02"	1230
"152"	0	"2012-10-02"	1235
"153"	0	"2012-10-02"	1240
"154"	0	"2012-10-02"	1245
"155"	0	"2012-10-02"	1250
"156"	0	"2012-10-02"	1255
"157"	0	"2012-10-02"	1300
"158"	0	"2012-10-02"	1305
"159"	0	"2012-10-02"	1310
"160"	0	"2012-10-02"	1315
"161"	0	"2012-10-02"	1320
"162"	0	"2012-10-02"	1325
"163"	0	"2012-10-02"	1330
"164"	0	"2012-10-02"	1335
"165"	0	"2012-10-02"	1340
"166"	0	"2012-10-02"	1345
"167"	0	"2012-10-02"	1350
"168"	0	"2012-10-02"	1355
"169"	0	"2012-10-02"	1400
"170"	0	"2012-10-02"	1405
"171"	0	"2012-10-02"	1410
"172"	0	"2012-10-02"	1415
"173"	0	"2012-10-02"	1420
"174"	0	"2012-10-02"	1425
"175"	0	"2012-10-02"	1430
"176"	0	"2012-10-02"	1435
"177"	0	"2012-10-02"	1440
"178"	0	"2012-10-02"	1445
"179"	0	"2012-10-02"	1450
"180"	0	"2012-10-02"	1455
"181"	0	"2012-10-02"	1500
"182"	0	"2012-10-02"	1505
"183"	0	"2012-10-02"	1510
"184"	0	"2012-10-02"	1515
"185"	0	"2012-10-02"	1520
"186"	0	"2012-10-02"	1525
"187"	0	"2012-10-02"	1530
"188"	0	"2012-10-02"	1535
"189"	0	"2012-10-02"	1540
"190"	0	"2012-10-02"	1545
"191"	0	"2012-10-02"	1550
"192"	0	"2012-10-02"	1555
"193"	0	"2012-10-02"	1600
"194"	0	"2012-10-02"	1605
"195"	0	"2012-10-02"	1610
"196"	0	"2012-10-02"	1615
"197"	0	"2012-10-02"	1620
"198"	0	"2012-10-02"	1625
"199"	0	"2012-10-02"	1630
"200"	0	"2012-10-02"	1635
"201"	0	"2012-10-02"	1640
"202"	0	"2012-10-02"	1645
"203"	0	"2012-10-02"	1650
"204"	0	"2012-10-02"	1655
"205"	0	"2012-10-02"	1700
"206"	0	"2012-10-02"	1705
"207"	0	"2012-10-02"	1710
"208"	0	"2012-10-02"	1715
"209"	0	"2012-10-02"	1720
"210"	0	"2012-10-02"	1725
"211"	0	"2012-10-02"	1730
"212"	0	"2012-10-02"	1735
"213"	0	"2012-10-02"	1740
"214"	0	"2012-10-02"	1745
"215"	0	"2012-10-02"	1750
"216"	0	"2012-10-02"	1755
"217"	0	"2012-10-02"	1800
"218"	0	"2012-10-02"	1805
"219"	0	"2012-10-02"	1810
"220"	0	"2012-10-02"	1815
"221"	0	"2012-10-02"	1820
"222"	0	"2012-10-02"	1825
"223"	0	"2012-10-02"	1830
"224"	0	"2012-10-02"	1835
"225"	0	"2012-10-02"	1840
"226"	0	"2012-10-02"	1845
"227"	0	"2012-10-02"	1850
"228"	0	"2012-10-02"	1855
"229"	0	"2012-10-02"	1900
"230"	0	"2012-10-02"	1905
"231"	0	"2012-10-02"	1910
"232"	0	"2012-10-02"	1915
"233"	0	"2012-10-02"	1920
"234"	0	"2012-10-02"	1925
"235"	0	"2012-10-02"	1930
"236"	0	"2012-10-02"	1935
"237"	0	"2012-10-02"	1940
"238"	0	"2012-10-02"	1945
"239"	0	"2012-10-02"	1950
"240"	0	"2012-10-02"	1955
"241"	0	"2012-10-02"	2000
"242"	0	"2012-10-02"	2005
"243"	0	"2012-10-02"	2010
"244"	0	"2012-10-02"	2015
"245"	0	"2012-10-02"	2020
"246"	0	"2012-10-02"	2025
"247"	0	"2012-10-02"	2030
"248"	0	"2012-10-02"	2035
"249"	0	"2012-10-02"	2040
"250"	0	"2012-10-02"	2045
"251"	0	"2012-10-02"	2050
"252"	0	"2012-10-02"	2055
"253"	0	"2012-10-02"	2100
"254"	0	"2012-10-02"	2105
"255"	0	"2012-10-02"	2110
"256"	0	"2012-10-02"	2115
"257"	0	"2012-10-02"	2120
"258"	0	"2012-10-02"	2125
"259"	0	"2012-10-02"	2130
"260"	0	"2012-10-02"	2135
"261"	0	"2012-10-02"	2140
"262"	0	"2012-10-02"	2145
"263"	0	"2012-10-02"	2150
"264"	0	"2012-10-02"	2155
"265"	0	"2012-10-02"	2200
"266"	0	"2012-10-02"	2205
"267"	117	"2012-10-02"	2210
"268"	9	"2012-10-02"	2215
"269"	0	"2012-10-02"	2220
"270"	0	"2012-10-02"	2225
"271"	0	"2012-10-02"	2230
"272"	0	"2012-10-02"	2235
"273"	0	"2012-10-02"	2240
"274"	0	"2012-10-02"	2245
"275"	0	"2012-10-02"	2250
"276"	0	"2012-10-02"	2255
"277"	0	"2012-10-02"	2300
"278"	0	"2012-10-02"	2305
"279"	0	"2012-10-02"	2310
"280"	0	"2012-10-02"	2315
"281"	0	"2012-10-02"	2320
"282"	0	"2012-10-02"	2325
"283"	0	"2012-10-02"	2330
"284"	0	"2012-10-02"	2335
"285"	0	"2012-10-02"	2340
"286"	0	"2012-10-02"	2345
"287"	0	"2012-10-02"	2350
"288"	0	"2012-10-02"	2355
"289"	0	"2012-10-03"	0
"290"	0	"2012-10-03"	5
"291"	0	"2012-10-03"	10
"292"	0	"2012-10-03"	15
"293"	0	"2012-10-03"	20
"294"	0	"2012-10-03"	25
"295"	0	"2012-10-03"	30
"296"	0	"2012-10-03"	35
"297"	0	"2012-10-03"	40
"298"	0	"2012-10-03"	45
"299"	0	"2012-10-03"	50
"300"	0	"2012-10-03"	55
"301"	0	"2012-10-03"	100
"302"	0	"2012-10-03"	105
"303"	0	"2012-10-03"	110
"304"	0	"2012-10-03"	115
"305"	0	"2012-10-03"	120
"306"	0	"2012-10-03"	125
"307"	0	"2012-10-03"	130
"308"	0	"2012-10-03"	135
"309"	0	"2012-10-03"	140
"310"	0	"2012-10-03"	145
"311"	0	"2012-10-03"	150
"312"	0	"2012-10-03"	155
"313"	0	"2012-10-03"	200
"314"	0	"2012-10-03"	205
"315"	0	"2012-10-03"	210
"316"	0	"2012-10-03"	215
"317"	0	"2012-10-03"	220
"318"	0	"2012-10-03"	225
"319"	0	"2012-10-03"	230
"320"	0	"2012-10-03"	235
"321"	0	"2012-10-03"	240
"322"	0	"2012-10-03"	245
"323"	0	"2012-10-03"	250
"324"	0	"2012-10-03"	255
"325"	0	"2012-10-03"	300
"326"	0	"2012-10-03"	305
"327"	0	"2012-10-03"	310
"328"	0	"2012-10-03"	315
"329"	0	"2012-10-03"	320
"330"	0	"2012-10-03"	325
"331"	0	"2012-10-03"	330
"332"	0	"2012-10-03"	335
"333"	0	"2012-10-03"	340
"334"	0	"2012-10-03"	345
"335"	0	"2012-10-03"	350
"336"	0	"2012-10-03"	355
"337"	0	"2012-10-03"	400
"338"	0	"2012-10-03"	405
"339"	4	"2012-10-03"	410
"340"	0	"2012-10-03"	415
"341"	0	"2012-10-03"	420
"342"	0	"2012-10-03"	425
"343"	36	"2012-10-03"	430
"344"	0	"2012-10-03"	435
"345"	0	"2012-10-03"	440
"346"	0	"2012-10-03"	445
"347"	0	"2012-10-03"	450
"348"	0	"2012-10-03"	455
"349"	0	"2012-10-03"	500
"350"	0	"2012-10-03"	505
"351"	0	"2012-10-03"	510
"352"	0	"2012-10-03"	515
"353"	0	"2012-10-03"	520
"354"	0	"2012-10-03"	525
"355"	0	"2012-10-03"	530
"356"	25	"2012-10-03"	535
"357"	0	"2012-10-03"	540
"358"	0	"2012-10-03"	545
"359"	90	"2012-10-03"	550
"360"	411	"2012-10-03"	555
"361"	413	"2012-10-03"	600
"362"	415	"2012-10-03"	605
"363"	519	"2012-10-03"	610
"364"	529	"2012-10-03"	615
"365"	613	"2012-10-03"	620
"366"	562	"2012-10-03"	625
"367"	612	"2012-10-03"	630
"368"	534	"2012-10-03"	635
"369"	323	"2012-10-03"	640
"370"	600	"2012-10-03"	645
"371"	533	"2012-10-03"	650
"372"	251	"2012-10-03"	655
"373"	56	"2012-10-03"	700
"374"	0	"2012-10-03"	705
"375"	32	"2012-10-03"	710
"376"	80	"2012-10-03"	715
"377"	10	"2012-10-03"	720
"378"	9	"2012-10-03"	725
"379"	145	"2012-10-03"	730
"380"	46	"2012-10-03"	735
"381"	0	"2012-10-03"	740
"382"	44	"2012-10-03"	745
"383"	126	"2012-10-03"	750
"384"	42	"2012-10-03"	755
"385"	138	"2012-10-03"	800
"386"	53	"2012-10-03"	805
"387"	0	"2012-10-03"	810
"388"	0	"2012-10-03"	815
"389"	22	"2012-10-03"	820
"390"	57	"2012-10-03"	825
"391"	161	"2012-10-03"	830
"392"	19	"2012-10-03"	835
"393"	15	"2012-10-03"	840
"394"	0	"2012-10-03"	845
"395"	16	"2012-10-03"	850
"396"	0	"2012-10-03"	855
"397"	0	"2012-10-03"	900
"398"	8	"2012-10-03"	905
"399"	0	"2012-10-03"	910
"400"	51	"2012-10-03"	915
"401"	516	"2012-10-03"	920
"402"	245	"2012-10-03"	925
"403"	0	"2012-10-03"	930
"404"	161	"2012-10-03"	935
"405"	7	"2012-10-03"	940
"406"	0	"2012-10-03"	945
"407"	0	"2012-10-03"	950
"408"	0	"2012-10-03"	955
"409"	0	"2012-10-03"	1000
"410"	0	"2012-10-03"	1005
"411"	0	"2012-10-03"	1010
"412"	0	"2012-10-03"	1015
"413"	0	"2012-10-03"	1020
"414"	0	"2012-10-03"	1025
"415"	0	"2012-10-03"	1030
"416"	0	"2012-10-03"	1035
"417"	0	"2012-10-03"	1040
"418"	0	"2012-10-03"	1045
"419"	0	"2012-10-03"	1050
"420"	0	"2012-10-03"	1055
"421"	0	"2012-10-03"	1100
"422"	0	"2012-10-03"	1105
"423"	0	"2012-10-03"	1110
"424"	0	"2012-10-03"	1115
"425"	0	"2012-10-03"	1120
"426"	0	"2012-10-03"	1125
"427"	0	"2012-10-03"	1130
"428"	72	"2012-10-03"	1135
"429"	73	"2012-10-03"	1140
"430"	0	"2012-10-03"	1145
"431"	0	"2012-10-03"	1150
"432"	116	"2012-10-03"	1155
"433"	97	"2012-10-03"	1200
"434"	0	"2012-10-03"	1205
"435"	0	"2012-10-03"	1210
"436"	0	"2012-10-03"	1215
"437"	0	"2012-10-03"	1220
"438"	0	"2012-10-03"	1225
"439"	15	"2012-10-03"	1230
"440"	0	"2012-10-03"	1235
"441"	0	"2012-10-03"	1240
"442"	0	"2012-10-03"	1245
"443"	0	"2012-10-03"	1250
"444"	0	"2012-10-03"	1255
"445"	80	"2012-10-03"	1300
"446"	69	"2012-10-03"	1305
"447"	0	"2012-10-03"	1310
"448"	0	"2012-10-03"	1315
"449"	0	"2012-10-03"	1320
"450"	0	"2012-10-03"	1325
"451"	0	"2012-10-03"	1330
"452"	0	"2012-10-03"	1335
"453"	0	"2012-10-03"	1340
"454"	99	"2012-10-03"	1345
"455"	100	"2012-10-03"	1350
"456"	0	"2012-10-03"	1355
"457"	0	"2012-10-03"	1400
"458"	33	"2012-10-03"	1405
"459"	0	"2012-10-03"	1410
"460"	0	"2012-10-03"	1415
"461"	7	"2012-10-03"	1420
"462"	0	"2012-10-03"	1425
"463"	0	"2012-10-03"	1430
"464"	0	"2012-10-03"	1435
"465"	0	"2012-10-03"	1440
"466"	0	"2012-10-03"	1445
"467"	0	"2012-10-03"	1450
"468"	0	"2012-10-03"	1455
"469"	0	"2012-10-03"	1500
"470"	0	"2012-10-03"	1505
"471"	0	"2012-10-03"	1510
"472"	0	"2012-10-03"	1515
"473"	0	"2012-10-03"	1520
"474"	0	"2012-10-03"	1525
"475"	0	"2012-10-03"	1530
"476"	0	"2012-10-03"	1535
"477"	0	"2012-10-03"	1540
"478"	88	"2012-10-03"	1545
"479"	154	"2012-10-03"	1550
"480"	0	"2012-10-03"	1555
"481"	20	"2012-10-03"	1600
"482"	0	"2012-10-03"	1605
"483"	0	"2012-10-03"	1610
"484"	0	"2012-10-03"	1615
"485"	0	"2012-10-03"	1620
"486"	0	"2012-10-03"	1625
"487"	0	"2012-10-03"	1630
"488"	0	"2012-10-03"	1635
"489"	0	"2012-10-03"	1640
"490"	0	"2012-10-03"	1645
"491"	0	"2012-10-03"	1650
"492"	0	"2012-10-03"	1655
"493"	0	"2012-10-03"	1700
"494"	0	"2012-10-03"	1705
"495"	198	"2012-10-03"	1710
"496"	61	"2012-10-03"	1715
"497"	75	"2012-10-03"	1720
"498"	0	"2012-10-03"	1725
"499"	0	"2012-10-03"	1730
"500"	193	"2012-10-03"	1735
"501"	298	"2012-10-03"	1740
"502"	0	"2012-10-03"	1745
"503"	15	"2012-10-03"	1750
"504"	21	"2012-10-03"	1755
"505"	0	"2012-10-03"	1800
"506"	0	"2012-10-03"	1805
"507"	0	"2012-10-03"	1810
"508"	0	"2012-10-03"	1815
"509"	51	"2012-10-03"	1820
"510"	36	"2012-10-03"	1825
"511"	0	"2012-10-03"	1830
"512"	26	"2012-10-03"	1835
"513"	22	"2012-10-03"	1840
"514"	0	"2012-10-03"	1845
"515"	39	"2012-10-03"	1850
"516"	52	"2012-10-03"	1855
"517"	15	"2012-10-03"	1900
"518"	41	"2012-10-03"	1905
"519"	0	"2012-10-03"	1910
"520"	42	"2012-10-03"	1915
"521"	0	"2012-10-03"	1920
"522"	0	"2012-10-03"	1925
"523"	159	"2012-10-03"	1930
"524"	32	"2012-10-03"	1935
"525"	0	"2012-10-03"	1940
"526"	0	"2012-10-03"	1945
"527"	0	"2012-10-03"	1950
"528"	0	"2012-10-03"	1955
"529"	34	"2012-10-03"	2000
"530"	0	"2012-10-03"	2005
"531"	0	"2012-10-03"	2010
"532"	0	"2012-10-03"	2015
"533"	0	"2012-10-03"	2020
"534"	36	"2012-10-03"	2025
"535"	73	"2012-10-03"	2030
"536"	9	"2012-10-03"	2035
"537"	0	"2012-10-03"	2040
"538"	0	"2012-10-03"	2045
"539"	0	"2012-10-03"	2050
"540"	0	"2012-10-03"	2055
"541"	0	"2012-10-03"	2100
"542"	0	"2012-10-03"	2105
"543"	0	"2012-10-03"	2110
"544"	0	"2012-10-03"	2115
"545"	0	"2012-10-03"	2120
"546"	0	"2012-10-03"	2125
"547"	90	"2012-10-03"	2130
"548"	128	"2012-10-03"	2135
"549"	46	"2012-10-03"	2140
"550"	0	"2012-10-03"	2145
"551"	0	"2012-10-03"	2150
"552"	0	"2012-10-03"	2155
"553"	0	"2012-10-03"	2200
"554"	0	"2012-10-03"	2205
"555"	0	"2012-10-03"	2210
"556"	0	"2012-10-03"	2215
"557"	0	"2012-10-03"	2220
"558"	0	"2012-10-03"	2225
"559"	0	"2012-10-03"	2230
"560"	0	"2012-10-03"	2235
"561"	0	"2012-10-03"	2240
"562"	0	"2012-10-03"	2245
"563"	0	"2012-10-03"	2250
"564"	0	"2012-10-03"	2255
"565"	0	"2012-10-03"	2300
"566"	0	"2012-10-03"	2305
"567"	0	"2012-10-03"	2310
"568"	0	"2012-10-03"	2315
"569"	0	"2012-10-03"	2320
"570"	0	"2012-10-03"	2325
"571"	0	"2012-10-03"	2330
"572"	0	"2012-10-03"	2335
"573"	0	"2012-10-03"	2340
"574"	8	"2012-10-03"	2345
"575"	0	"2012-10-03"	2350
"576"	0	"2012-10-03"	2355
"577"	47	"2012-10-04"	0
"578"	0	"2012-10-04"	5
"579"	0	"2012-10-04"	10
"580"	0	"2012-10-04"	15
"581"	0	"2012-10-04"	20
"582"	0	"2012-10-04"	25
"583"	0	"2012-10-04"	30
"584"	0	"2012-10-04"	35
"585"	0	"2012-10-04"	40
"586"	0	"2012-10-04"	45
"587"	0	"2012-10-04"	50
"588"	0	"2012-10-04"	55
"589"	0	"2012-10-04"	100
"590"	0	"2012-10-04"	105
"591"	0	"2012-10-04"	110
"592"	0	"2012-10-04"	115
"593"	0	"2012-10-04"	120
"594"	0	"2012-10-04"	125
"595"	0	"2012-10-04"	130
"596"	0	"2012-10-04"	135
"597"	0	"2012-10-04"	140
"598"	0	"2012-10-04"	145
"599"	0	"2012-10-04"	150
"600"	0	"2012-10-04"	155
"601"	0	"2012-10-04"	200
"602"	0	"2012-10-04"	205
"603"	0	"2012-10-04"	210
"604"	0	"2012-10-04"	215
"605"	0	"2012-10-04"	220
"606"	0	"2012-10-04"	225
"607"	0	"2012-10-04"	230
"608"	0	"2012-10-04"	235
"609"	0	"2012-10-04"	240
"610"	0	"2012-10-04"	245
"611"	0	"2012-10-04"	250
"612"	0	"2012-10-04"	255
"613"	0	"2012-10-04"	300
"614"	0	"2012-10-04"	305
"615"	0	"2012-10-04"	310
"616"	0	"2012-10-04"	315
"617"	0	"2012-10-04"	320
"618"	0	"2012-10-04"	325
"619"	0	"2012-10-04"	330
"620"	0	"2012-10-04"	335
"621"	0	"2012-10-04"	340
"622"	0	"2012-10-04"	345
"623"	0	"2012-10-04"	350
"624"	0	"2012-10-04"	355
"625"	0	"2012-10-04"	400
"626"	0	"2012-10-04"	405
"627"	0	"2012-10-04"	410
"628"	0	"2012-10-04"	415
"629"	0	"2012-10-04"	420
"630"	0	"2012-10-04"	425
"631"	0	"2012-10-04"	430
"632"	0	"2012-10-04"	435
"633"	0	"2012-10-04"	440
"634"	0	"2012-10-04"	445
"635"	0	"2012-10-04"	450
"636"	0	"2012-10-04"	455
"637"	0	"2012-10-04"	500
"638"	0	"2012-10-04"	505
"639"	7	"2012-10-04"	510
"640"	18	"2012-10-04"	515
"641"	57	"2012-10-04"	520
"642"	40	"2012-10-04"	525
"643"	0	"2012-10-04"	530
"644"	0	"2012-10-04"	535
"645"	0	"2012-10-04"	540
"646"	0	"2012-10-04"	545
"647"	16	"2012-10-04"	550
"648"	1	"2012-10-04"	555
"649"	0	"2012-10-04"	600
"650"	18	"2012-10-04"	605
"651"	20	"2012-10-04"	610
"652"	40	"2012-10-04"	615
"653"	36	"2012-10-04"	620
"654"	17	"2012-10-04"	625
"655"	49	"2012-10-04"	630
"656"	86	"2012-10-04"	635
"657"	49	"2012-10-04"	640
"658"	0	"2012-10-04"	645
"659"	29	"2012-10-04"	650
"660"	59	"2012-10-04"	655
"661"	7	"2012-10-04"	700
"662"	25	"2012-10-04"	705
"663"	30	"2012-10-04"	710
"664"	31	"2012-10-04"	715
"665"	7	"2012-10-04"	720
"666"	18	"2012-10-04"	725
"667"	113	"2012-10-04"	730
"668"	181	"2012-10-04"	735
"669"	87	"2012-10-04"	740
"670"	0	"2012-10-04"	745
"671"	0	"2012-10-04"	750
"672"	0	"2012-10-04"	755
"673"	57	"2012-10-04"	800
"674"	99	"2012-10-04"	805
"675"	507	"2012-10-04"	810
"676"	522	"2012-10-04"	815
"677"	510	"2012-10-04"	820
"678"	519	"2012-10-04"	825
"679"	508	"2012-10-04"	830
"680"	423	"2012-10-04"	835
"681"	499	"2012-10-04"	840
"682"	259	"2012-10-04"	845
"683"	31	"2012-10-04"	850
"684"	17	"2012-10-04"	855
"685"	0	"2012-10-04"	900
"686"	0	"2012-10-04"	905
"687"	0	"2012-10-04"	910
"688"	0	"2012-10-04"	915
"689"	0	"2012-10-04"	920
"690"	17	"2012-10-04"	925
"691"	0	"2012-10-04"	930
"692"	145	"2012-10-04"	935
"693"	453	"2012-10-04"	940
"694"	229	"2012-10-04"	945
"695"	144	"2012-10-04"	950
"696"	0	"2012-10-04"	955
"697"	0	"2012-10-04"	1000
"698"	0	"2012-10-04"	1005
"699"	82	"2012-10-04"	1010
"700"	0	"2012-10-04"	1015
"701"	0	"2012-10-04"	1020
"702"	0	"2012-10-04"	1025
"703"	0	"2012-10-04"	1030
"704"	0	"2012-10-04"	1035
"705"	0	"2012-10-04"	1040
"706"	0	"2012-10-04"	1045
"707"	0	"2012-10-04"	1050
"708"	0	"2012-10-04"	1055
"709"	0	"2012-10-04"	1100
"710"	0	"2012-10-04"	1105
"711"	0	"2012-10-04"	1110
"712"	0	"2012-10-04"	1115
"713"	0	"2012-10-04"	1120
"714"	180	"2012-10-04"	1125
"715"	21	"2012-10-04"	1130
"716"	0	"2012-10-04"	1135
"717"	0	"2012-10-04"	1140
"718"	0	"2012-10-04"	1145
"719"	0	"2012-10-04"	1150
"720"	0	"2012-10-04"	1155
"721"	160	"2012-10-04"	1200
"722"	79	"2012-10-04"	1205
"723"	0	"2012-10-04"	1210
"724"	0	"2012-10-04"	1215
"725"	0	"2012-10-04"	1220
"726"	46	"2012-10-04"	1225
"727"	66	"2012-10-04"	1230
"728"	127	"2012-10-04"	1235
"729"	0	"2012-10-04"	1240
"730"	0	"2012-10-04"	1245
"731"	0	"2012-10-04"	1250
"732"	0	"2012-10-04"	1255
"733"	0	"2012-10-04"	1300
"734"	0	"2012-10-04"	1305
"735"	31	"2012-10-04"	1310
"736"	0	"2012-10-04"	1315
"737"	0	"2012-10-04"	1320
"738"	0	"2012-10-04"	1325
"739"	0	"2012-10-04"	1330
"740"	0	"2012-10-04"	1335
"741"	28	"2012-10-04"	1340
"742"	496	"2012-10-04"	1345
"743"	78	"2012-10-04"	1350
"744"	0	"2012-10-04"	1355
"745"	0	"2012-10-04"	1400
"746"	0	"2012-10-04"	1405
"747"	0	"2012-10-04"	1410
"748"	0	"2012-10-04"	1415
"749"	0	"2012-10-04"	1420
"750"	0	"2012-10-04"	1425
"751"	0	"2012-10-04"	1430
"752"	77	"2012-10-04"	1435
"753"	20	"2012-10-04"	1440
"754"	7	"2012-10-04"	1445
"755"	1	"2012-10-04"	1450
"756"	128	"2012-10-04"	1455
"757"	354	"2012-10-04"	1500
"758"	310	"2012-10-04"	1505
"759"	0	"2012-10-04"	1510
"760"	0	"2012-10-04"	1515
"761"	25	"2012-10-04"	1520
"762"	15	"2012-10-04"	1525
"763"	0	"2012-10-04"	1530
"764"	0	"2012-10-04"	1535
"765"	0	"2012-10-04"	1540
"766"	0	"2012-10-04"	1545
"767"	33	"2012-10-04"	1550
"768"	33	"2012-10-04"	1555
"769"	32	"2012-10-04"	1600
"770"	66	"2012-10-04"	1605
"771"	77	"2012-10-04"	1610
"772"	0	"2012-10-04"	1615
"773"	44	"2012-10-04"	1620
"774"	0	"2012-10-04"	1625
"775"	0	"2012-10-04"	1630
"776"	0	"2012-10-04"	1635
"777"	0	"2012-10-04"	1640
"778"	0	"2012-10-04"	1645
"779"	0	"2012-10-04"	1650
"780"	0	"2012-10-04"	1655
"781"	0	"2012-10-04"	1700
"782"	0	"2012-10-04"	1705
"783"	0	"2012-10-04"	1710
"784"	0	"2012-10-04"	1715
"785"	0	"2012-10-04"	1720
"786"	40	"2012-10-04"	1725
"787"	0	"2012-10-04"	1730
"788"	37	"2012-10-04"	1735
"789"	90	"2012-10-04"	1740
"790"	53	"2012-10-04"	1745
"791"	73	"2012-10-04"	1750
"792"	92	"2012-10-04"	1755
"793"	285	"2012-10-04"	1800
"794"	527	"2012-10-04"	1805
"795"	531	"2012-10-04"	1810
"796"	547	"2012-10-04"	1815
